ID,Title,Description,Eligibility,Amount,Deadline,Country,Field,Level,Application URL,Source,Source Website,Scraped Date,Year of Study,Course Specialization,Field of Study,Special Categories,Minimum GPA,Maximum Family Income,Citizenship Required,Gender Specific,Age Limit,Renewable,Essay Required,Interview Required,Popularity Score,Success Rate,Tags,Last Updated
SCH078,UK Global Support Scholarship,A scholarship opportunity for students in the Arts field.,PhD students with minimum GPA of 3.73,$1688,2025-09-04,Germany,Law,PhD,https://example.com/scholarships/sch078,Scholarship Central,https://example.com,2025-07-14,4th Year,Corporate Law,Mechanical Engineering,Women in STEM,3.37,30296,No,Female,23,No,Yes,No,87,46,Local,2025-07-14
SCH079,USA Global Support Scholarship,A scholarship opportunity for students in the STEM field.,Postgraduate students with minimum GPA of 3.68,$14781,2025-12-30,Germany,Business,Postgraduate,https://example.com/scholarships/sch079,Scholarship Central,https://example.com,2025-07-14,4th Year,Corporate Law,Finance,Women in STEM,3.65,20612,No,Any,20,No,No,No,51,23,International,2025-07-14
SCH080,Canada Regional Excellence Scholarship,A scholarship opportunity for students in the Law field.,PhD students with minimum GPA of 2.71,$13215,2025-08-23,UK,Law,Undergraduate,https://example.com/scholarships/sch080,Scholarship Central,https://example.com,2025-07-14,3th Year,Robotics,Computer Science,None,3.09,62032,No,Any,26,No,Yes,No,84,44,Merit-based,2025-07-14
SCH081,USA Regional Merit Scholarship,A scholarship opportunity for students in the Business field.,Undergraduate students with minimum GPA of 3.69,$2248,2025-08-16,India,Medicine,PhD,https://example.com/scholarships/sch081,Scholarship Central,https://example.com,2025-07-14,2th Year,Biotech,Biology,Minorities,2.27,31959,No,Female,28,Yes,No,No,53,48,Need-based,2025-07-14
SCH082,Germany Regional Merit Scholarship,A scholarship opportunity for students in the Business field.,Undergraduate students with minimum GPA of 3.46,$10632,2025-08-18,India,Business,Postgraduate,https://example.com/scholarships/sch082,Scholarship Central,https://example.com,2025-07-14,3th Year,Biotech,Mechanical Engineering,Minorities,2.55,24356,Yes,Male,21,No,Yes,Yes,65,33,Local,2025-07-14
SCH083,Germany National Merit Scholarship,A scholarship opportunity for students in the Law field.,PhD students with minimum GPA of 4.00,$17352,2025-11-07,USA,Business,PhD,https://example.com/scholarships/sch083,Scholarship Central,https://example.com,2025-07-14,2th Year,Clinical Psychology,Biology,Women in STEM,2.74,27056,Yes,Male,29,No,Yes,Yes,67,33,International,2025-07-14
SCH084,Canada Global Support Scholarship,A scholarship opportunity for students in the Law field.,Postgraduate students with minimum GPA of 2.66,$18750,2025-12-12,India,STEM,Undergraduate,https://example.com/scholarships/sch084,Scholarship Central,https://example.com,2025-07-14,2th Year,Robotics,Biology,None,2.56,81664,No,Any,19,No,No,Yes,88,30,International,2025-07-14
SCH085,Canada National Excellence Scholarship,A scholarship opportunity for students in the Arts field.,Undergraduate students with minimum GPA of 3.34,$11089,2025-12-27,UK,Business,PhD,https://example.com/scholarships/sch085,Scholarship Central,https://example.com,2025-07-14,2th Year,Biotech,Psychology,None,3.07,98289,No,Female,18,No,No,No,66,54,Need-based,2025-07-14
SCH086,India National Excellence Scholarship,A scholarship opportunity for students in the Business field.,Undergraduate students with minimum GPA of 2.78,$4336,2025-11-14,Germany,Law,PhD,https://example.com/scholarships/sch086,Scholarship Central,https://example.com,2025-07-14,2th Year,Clinical Psychology,Biology,Minorities,2.43,74160,Yes,Female,19,No,Yes,Yes,77,30,International,2025-07-14
SCH087,Germany Regional Merit Scholarship,A scholarship opportunity for students in the Medicine field.,Undergraduate students with minimum GPA of 3.81,$18186,2025-12-26,Canada,STEM,PhD,https://example.com/scholarships/sch087,Scholarship Central,https://example.com,2025-07-14,1th Year,AI,Biology,Disabled,3.82,50008,No,Female,19,No,No,Yes,59,58,Merit-based,2025-07-14
SCH088,Germany Global Merit Scholarship,A scholarship opportunity for students in the Business field.,Undergraduate students with minimum GPA of 3.58,$18161,2025-12-07,India,STEM,Undergraduate,https://example.com/scholarships/sch088,Scholarship Central,https://example.com,2025-07-14,3th Year,AI,Psychology,None,2.08,99795,Yes,Any,19,No,No,Yes,73,54,Local,2025-07-14
SCH089,Canada National Excellence Scholarship,A scholarship opportunity for students in the STEM field.,Undergraduate students with minimum GPA of 3.04,$8855,2025-10-04,UK,Arts,Postgraduate,https://example.com/scholarships/sch089,Scholarship Central,https://example.com,2025-07-14,4th Year,Robotics,Mechanical Engineering,None,2.75,93608,Yes,Female,27,No,No,Yes,69,30,Need-based,2025-07-14
SCH090,USA Global Merit Scholarship,A scholarship opportunity for students in the Medicine field.,Postgraduate students with minimum GPA of 2.54,$3173,2025-09-06,UK,Medicine,Undergraduate,https://example.com/scholarships/sch090,Scholarship Central,https://example.com,2025-07-14,2th Year,Corporate Law,Computer Science,Women in STEM,3.14,37612,No,Male,23,No,No,Yes,71,58,Merit-based,2025-07-14
SCH091,UK National Excellence Scholarship,A scholarship opportunity for students in the Medicine field.,Postgraduate students with minimum GPA of 3.59,$15916,2025-10-15,Canada,Medicine,Postgraduate,https://example.com/scholarships/sch091,Scholarship Central,https://example.com,2025-07-14,4th Year,Clinical Psychology,Computer Science,First Generation,3.02,45553,Yes,Any,30,No,Yes,No,53,28,International,2025-07-14
SCH092,USA Global Merit Scholarship,A scholarship opportunity for students in the Law field.,PhD students with minimum GPA of 3.30,$17128,2025-12-16,Canada,Business,Undergraduate,https://example.com/scholarships/sch092,Scholarship Central,https://example.com,2025-07-14,3th Year,AI,Psychology,None,2.69,33124,No,Female,18,Yes,No,No,65,50,Need-based,2025-07-14
SCH093,USA Regional Excellence Scholarship,A scholarship opportunity for students in the Arts field.,Postgraduate students with minimum GPA of 3.78,$17255,2025-11-21,India,Law,PhD,https://example.com/scholarships/sch093,Scholarship Central,https://example.com,2025-07-14,4th Year,Biotech,Mechanical Engineering,None,2.88,54012,No,Male,30,No,Yes,No,69,30,International,2025-07-14
SCH094,Germany National Support Scholarship,A scholarship opportunity for students in the Arts field.,Undergraduate students with minimum GPA of 3.69,$12013,2025-12-11,Canada,Law,PhD,https://example.com/scholarships/sch094,Scholarship Central,https://example.com,2025-07-14,2th Year,AI,Computer Science,Women in STEM,3.18,91384,Yes,Male,26,Yes,No,Yes,57,27,International,2025-07-14
SCH095,India National Support Scholarship,A scholarship opportunity for students in the Business field.,PhD students with minimum GPA of 3.58,$5094,2025-12-16,India,Medicine,Undergraduate,https://example.com/scholarships/sch095,Scholarship Central,https://example.com,2025-07-14,2th Year,Clinical Psychology,Psychology,First Generation,3.57,73387,No,Female,27,Yes,No,Yes,58,43,Merit-based,2025-07-14
SCH096,India Global Excellence Scholarship,A scholarship opportunity for students in the Medicine field.,Postgraduate students with minimum GPA of 3.37,$12063,2025-08-16,UK,Law,Undergraduate,https://example.com/scholarships/sch096,Scholarship Central,https://example.com,2025-07-14,2th Year,Clinical Psychology,Mechanical Engineering,Women in STEM,3.08,42966,Yes,Female,18,No,No,No,100,24,Merit-based,2025-07-14
SCH097,Germany Regional Excellence Scholarship,A scholarship opportunity for students in the STEM field.,PhD students with minimum GPA of 2.95,$5216,2025-12-16,USA,Medicine,Postgraduate,https://example.com/scholarships/sch097,Scholarship Central,https://example.com,2025-07-14,2th Year,Clinical Psychology,Biology,First Generation,3.53,60989,Yes,Any,19,Yes,No,No,100,43,Merit-based,2025-07-14
SCH098,USA Global Excellence Scholarship,A scholarship opportunity for students in the Business field.,Postgraduate students with minimum GPA of 3.09,$11369,2025-12-19,Canada,Law,PhD,https://example.com/scholarships/sch098,Scholarship Central,https://example.com,2025-07-14,1th Year,Biotech,Finance,Disabled,3.90,61092,No,Male,30,No,No,No,82,49,Merit-based,2025-07-14
SCH099,USA National Merit Scholarship,A scholarship opportunity for students in the Business field.,Postgraduate students with minimum GPA of 3.20,$18206,2025-11-05,India,STEM,Undergraduate,https://example.com/scholarships/sch099,Scholarship Central,https://example.com,2025-07-14,1th Year,Biotech,Biology,First Generation,2.14,52154,Yes,Any,30,No,Yes,No,86,55,International,2025-07-14
SCH100,India Global Support Scholarship,A scholarship opportunity for students in the STEM field.,PhD students with minimum GPA of 3.14,$17376,2025-09-01,UK,Arts,PhD,https://example.com/scholarships/sch100,Scholarship Central,https://example.com,2025-07-14,3th Year,Biotech,Biology,Disabled,3.55,78755,Yes,Female,19,Yes,Yes,Yes,86,28,Local,2025-07-14
